No,Position Level,Position Title,State,Age,Years of Exp.,Industry,Qualification,Salary (Rp)
734,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,51,30,Manufacturing,Bachelor's Degree,23000000
735,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,51,26,Services,Bachelor's Degree,7000000
736,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,50,26,Manufacturing,Master's Degree / Post Graduate Degree,30000000
737,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,50,25,Manufacturing,Bachelor's Degree,23000000
738,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jawa Barat,50,22,Finance / Securities / Insurance / Real Estate,Associate Degree,22000000
739,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,50,26,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,20000000
740,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jawa Barat,50,27,Services,Associate Degree,19000000
741,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jawa Tengah,50,26,Wholesale / Retail / Trading,Bachelor's Degree,15000000
742,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jawa Barat,50,23,Automotive / Heavy Industry,Bachelor's Degree,15000000
743,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,50,26,Services,Bachelor's Degree,12000000
744,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,50,25,Others,Bachelor's Degree,10000000
745,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,49,20,Manufacturing,Bachelor's Degree,20000000
746,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,49,23,Services,Bachelor's Degree,20000000
747,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jakarta Raya,49,25,Manufacturing,Bachelor's Degree,10000000
748,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jawa Barat,49,19,Wholesale / Retail / Trading,Bachelor's Degree,9800000
749,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Jawa Barat,48,24,Science / Technology,Master's Degree / Post Graduate Degree,27360000
750,CEO  /  GM  /  Director  /  Senior Manager,Marketing,Banten,48,24,Services,Bachelor's Degree,25000000
751,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,50,25,IT / Telecommunication,Associate Degree,4500000
752,Manager  /  Assistant Manager,Administrasi,Jawa Timur,42,15,Transport / Storage / Freight / Shipping,Bachelor's Degree,4500000
753,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,40,21,Automotive / Heavy Industry,Bachelor's Degree,7500000
754,Manager  /  Assistant Manager,Administrasi,Banten,38,14,Services,Bachelor's Degree,3500000
755,Manager  /  Assistant Manager,Administrasi,Jawa Barat,37,11,Science / Technology,Associate Degree,2750000
756,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,36,10,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,9088000
757,Manager  /  Assistant Manager,Administrasi,Jawa Barat,36,7,Wholesale / Retail / Trading,Associate Degree,9000000
758,Manager  /  Assistant Manager,Administrasi,Jawa Barat,36,16,Wholesale / Retail / Trading,Bachelor's Degree,6500000
759,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,35,10,Others,Bachelor's Degree,5000000
760,Manager  /  Assistant Manager,Administrasi,Jawa Barat,34,9,Construction,Bachelor's Degree,5000000
761,Manager  /  Assistant Manager,Administrasi,Jawa Barat,33,7,Automotive / Heavy Industry,Bachelor's Degree,5000000
762,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,32,8,Agriculture / Plantations / Aquaculture,Bachelor's Degree,6000000
763,Manager  /  Assistant Manager,Administrasi,Kalimantan Barat,31,9,Construction,Bachelor's Degree,8360000
764,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,28,5,Services,Bachelor's Degree,4500000
765,Manager  /  Assistant Manager,Administrasi,Sulawesi Selatan,28,4,Manufacturing,Bachelor's Degree,3500000
766,Manager  /  Assistant Manager,Administrasi,Jakarta Raya,26,6,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,4000000
767,Supervisor  /  Coordinator,Administrasi,Jakarta Raya,40,16,Agriculture / Plantations / Aquaculture,Bachelor's Degree,6500000
768,Supervisor  /  Coordinator,Administrasi,Jakarta Raya,40,14,Manufacturing,Bachelor's Degree,5000000
769,Supervisor  /  Coordinator,Administrasi,Jakarta Raya,40,14,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,3750000
770,Supervisor  /  Coordinator,Administrasi,Jawa Barat,40,17,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,3500000
771,Supervisor  /  Coordinator,Administrasi,Jawa Timur,39,17,Manufacturing,Bachelor's Degree,5000000
772,Supervisor  /  Coordinator,Administrasi,Jakarta Raya,38,17,Manufacturing,Associate Degree,6000000
773,Supervisor  /  Coordinator,Administrasi,Jakarta Raya,38,12,Services,Associate Degree,3575000
774,Supervisor  /  Coordinator,Administrasi,Sulawesi Utara,37,10,Manufacturing,Bachelor's Degree,9000000
775,Supervisor  /  Coordinator,Administrasi,Jakarta Raya,37,16,Manufacturing,Associate Degree,5500000
776,CEO  /  GM  /  Director  /  Senior Manager,Programmer,Jawa Barat,38,11,IT / Telecommunication,Bachelor's Degree,5000000
777,CEO  /  GM  /  Director  /  Senior Manager,Programmer,Jakarta Raya,36,16,IT / Telecommunication,Bachelor's Degree,3500000
778,CEO  /  GM  /  Director  /  Senior Manager,Programmer,Jawa Tengah,36,10,Others,Bachelor's Degree,3000000
779,CEO  /  GM  /  Director  /  Senior Manager,Programmer,Jawa Barat,32,10,IT / Telecommunication,Bachelor's Degree,12000000
780,CEO  /  GM  /  Director  /  Senior Manager,Programmer,Banten,31,10,Wholesale / Retail / Trading,Bachelor's Degree,8000000
781,Manager  /  Assistant Manager,Programmer,Jakarta Raya,54,29,Services,Master's Degree / Post Graduate Degree,8000000
782,Manager  /  Assistant Manager,Programmer,Jawa Barat,48,24,IT / Telecommunication,Master's Degree / Post Graduate Degree,10000000
783,Manager  /  Assistant Manager,Programmer,Jawa Barat,47,15,Manufacturing,Master's Degree / Post Graduate Degree,10000000
784,Manager  /  Assistant Manager,Programmer,Jakarta Raya,45,18,IT / Telecommunication,Bachelor's Degree,2100000
785,Manager  /  Assistant Manager,Programmer,Jakarta Raya,40,15,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,9000000
786,Manager  /  Assistant Manager,Programmer,Jawa Barat,40,19,IT / Telecommunication,Associate Degree,8000000
787,Manager  /  Assistant Manager,Programmer,Jawa Barat,38,14,Manufacturing,Master's Degree / Post Graduate Degree,13000000
788,Manager  /  Assistant Manager,Programmer,Jawa Barat,38,14,Manufacturing,Master's Degree / Post Graduate Degree,13000000
789,Manager  /  Assistant Manager,Programmer,Jawa Barat,38,15,IT / Telecommunication,Associate Degree,10000000
790,Manager  /  Assistant Manager,Programmer,Jakarta Raya,38,13,Finance / Securities / Insurance / Real Estate,Associate Degree,8500000
791,Manager  /  Assistant Manager,Programmer,Jawa Barat,38,15,Services,Bachelor's Degree,7000000
792,Manager  /  Assistant Manager,Programmer,Jawa Barat,37,11,Services,Bachelor's Degree,8000000
793,Manager  /  Assistant Manager,Programmer,Jawa Barat,36,13,Automotive / Heavy Industry,Bachelor's Degree,9600000
794,Manager  /  Assistant Manager,Programmer,Jakarta Raya,36,10,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,7420000
795,Manager  /  Assistant Manager,Programmer,Jakarta Raya,36,15,Agriculture / Plantations / Aquaculture,Associate Degree,5500000
796,Manager  /  Assistant Manager,Programmer,Jawa Barat,36,12,Services,Bachelor's Degree,4500000
797,Manager  /  Assistant Manager,Programmer,Banten,35,11,Wholesale / Retail / Trading,Bachelor's Degree,13000000
798,Manager  /  Assistant Manager,Programmer,Jakarta Raya,35,10,0,Associate Degree,9600000
799,Manager  /  Assistant Manager,Programmer,Jakarta Raya,35,12,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,9000000
800,Manager  /  Assistant Manager,Programmer,Jawa Timur,35,12,IT / Telecommunication,Bachelor's Degree,8750000
801,Manager  /  Assistant Manager,Sales & Marketing Executive,Jakarta Raya,37,16,Others,Bachelor's Degree,7450000
802,Manager  /  Assistant Manager,Sales & Marketing Executive,Jawa Timur,34,10,Automotive / Heavy Industry,Bachelor's Degree,5200000
803,Manager  /  Assistant Manager,Sales & Marketing Executive,Jawa Timur,33,5,Services,Bachelor's Degree,3000000
804,Manager  /  Assistant Manager,Sales & Marketing Executive,Jawa Barat,30,7,Services,Bachelor's Degree,3000000
805,Manager  /  Assistant Manager,Sales & Marketing Executive,Jakarta Raya,29,6,Automotive / Heavy Industry,Bachelor's Degree,6250000
806,Manager  /  Assistant Manager,Sales & Marketing Executive,Bali,29,6,Others,Bachelor's Degree,4000000
807,Manager  /  Assistant Manager,Sales & Marketing Executive,Jakarta Raya,29,6,IT / Telecommunication,Bachelor's Degree,3500000
808,Supervisor  /  Coordinator,Sales & Marketing Executive,Bali,53,26,Services,Bachelor's Degree,5000000
809,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,38,11,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,7000000
810,Supervisor  /  Coordinator,Sales & Marketing Executive,Jawa Barat,38,20,Manufacturing,Bachelor's Degree,5000000
811,Supervisor  /  Coordinator,Sales & Marketing Executive,Banten,37,19,Manufacturing,Bachelor's Degree,8000000
812,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,37,14,Services,Master's Degree / Post Graduate Degree,6500000
813,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,37,13,Wholesale / Retail / Trading,Bachelor's Degree,6000000
814,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,37,13,Automotive / Heavy Industry,Bachelor's Degree,3500000
815,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,36,11,Wholesale / Retail / Trading,Bachelor's Degree,7000000
816,Supervisor  /  Coordinator,Sales & Marketing Executive,Sumatera Utara,36,8,Wholesale / Retail / Trading,Bachelor's Degree,3000000
817,Supervisor  /  Coordinator,Sales & Marketing Executive,Banten,35,10,Manufacturing,Master's Degree / Post Graduate Degree,6500000
818,Supervisor  /  Coordinator,Sales & Marketing Executive,Jawa Barat,35,15,IT / Telecommunication,Bachelor's Degree,5500000
819,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,34,11,Services,Associate Degree,8000000
820,Supervisor  /  Coordinator,Sales & Marketing Executive,Banten,34,12,Construction,Associate Degree,4500000
821,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,33,10,0,Bachelor's Degree,8000000
822,Supervisor  /  Coordinator,Sales & Marketing Executive,Banten,33,6,Automotive / Heavy Industry,Bachelor's Degree,7000000
823,Supervisor  /  Coordinator,Sales & Marketing Executive,Lampung,33,8,Automotive / Heavy Industry,Bachelor's Degree,6000000
824,Supervisor  /  Coordinator,Sales & Marketing Executive,Jakarta Raya,32,9,Services,Bachelor's Degree,8000000
825,Supervisor  /  Coordinator,Sales & Marketing Executive,Jawa Timur,32,10,Transport / Storage / Freight / Shipping,Bachelor's Degree,4800000
826,Manager  /  Assistant Manager,Engineering Staff,Jawa Tengah,30,7,Services,Bachelor's Degree,5241000
827,Supervisor  /  Coordinator,Engineering Staff,Banten,47,22,Construction,Associate Degree,5500000
828,Supervisor  /  Coordinator,Engineering Staff,Jawa Timur,34,10,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,5500000
829,Supervisor  /  Coordinator,Engineering Staff,Jakarta Raya,34,16,Manufacturing,Associate Degree,3800000
830,Supervisor  /  Coordinator,Engineering Staff,Banten,33,6,Manufacturing,Bachelor's Degree,6000000
831,Supervisor  /  Coordinator,Engineering Staff,Jawa Timur,33,9,Manufacturing,Bachelor's Degree,4000000
832,Supervisor  /  Coordinator,Engineering Staff,Jawa Timur,33,11,Construction,Associate Degree,3700000
833,Supervisor  /  Coordinator,Engineering Staff,Jawa Timur,32,7,Science / Technology,Bachelor's Degree,5000000
834,Supervisor  /  Coordinator,Engineering Staff,Jawa Barat,32,5,Manufacturing,Bachelor's Degree,5000000
835,Supervisor  /  Coordinator,Engineering Staff,Jawa Tengah,31,7,Construction,Associate Degree,6250000
836,Supervisor  /  Coordinator,Engineering Staff,Jakarta Raya,30,7,Services,Master's Degree / Post Graduate Degree,6000000
837,Supervisor  /  Coordinator,Engineering Staff,Jakarta Raya,30,5,Manufacturing,Bachelor's Degree,5000000
838,Supervisor  /  Coordinator,Engineering Staff,Jawa Barat,30,5,Others,Bachelor's Degree,4500000
839,Supervisor  /  Coordinator,Engineering Staff,Jawa Barat,29,6,Manufacturing,Bachelor's Degree,5000000
840,Supervisor  /  Coordinator,Engineering Staff,Jawa Barat,29,12,Manufacturing,Bachelor's Degree,5000000
841,Supervisor  /  Coordinator,Engineering Staff,Riau,28,4,Manufacturing,Associate Degree,6000000
842,Supervisor  /  Coordinator,Engineering Staff,Banten,28,5,Automotive / Heavy Industry,Bachelor's Degree,5100000
843,Supervisor  /  Coordinator,Engineering Staff,Sumatera Utara,28,5,Manufacturing,Associate Degree,4400000
844,Supervisor  /  Coordinator,Engineering Staff,Banten,27,7,Transport / Storage / Freight / Shipping,Bachelor's Degree,3600000
845,Supervisor  /  Coordinator,Engineering Staff,Jakarta Raya,27,5,Others,Associate Degree,3500000
846,Staff (non-management & non-supervisor),Engineering Staff,Sumatera Utara,43,17,IT / Telecommunication,Bachelor's Degree,3500000
847,Staff (non-management & non-supervisor),Engineering Staff,Jawa Barat,38,19,Automotive / Heavy Industry,Associate Degree,3500000
848,Staff (non-management & non-supervisor),Engineering Staff,Jawa Tengah,37,7,Automotive / Heavy Industry,Bachelor's Degree,3500000
849,Staff (non-management & non-supervisor),Engineering Staff,Banten,36,10,Automotive / Heavy Industry,Bachelor's Degree,5000000
850,Staff (non-management & non-supervisor),Engineering Staff,Jakarta Raya,36,13,Manufacturing,Bachelor's Degree,3500000
851,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,49,22,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,20000000
852,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,48,18,Finance / Securities / Insurance / Real Estate,Associate Degree,15000000
853,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Riau,48,26,Finance / Securities / Insurance / Real Estate,Master's Degree / Post Graduate Degree,8000000
854,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Barat,47,19,Manufacturing,Bachelor's Degree,12000000
855,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Banten,45,27,Wholesale / Retail / Trading,Bachelor's Degree,25000000
856,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Barat,45,21,IT / Telecommunication,Master's Degree / Post Graduate Degree,25000000
857,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,44,19,Services,Bachelor's Degree,22000000
858,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,43,14,Transport / Storage / Freight / Shipping,Bachelor's Degree,14000000
859,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Barat,43,19,IT / Telecommunication,Bachelor's Degree,14000000
860,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,42,19,Manufacturing,Bachelor's Degree,23000000
861,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Barat,41,21,Services,Associate Degree,8000000
862,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Sulawesi Selatan,40,18,Services,Bachelor's Degree,20000000
863,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Sumatera Utara,39,16,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,6265000
864,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Barat,38,15,Services,Master's Degree / Post Graduate Degree,15000000
865,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Timur,37,15,Services,Bachelor's Degree,5000000
866,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jawa Timur,35,10,Construction,Bachelor's Degree,7500000
867,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,32,10,Services,Bachelor's Degree,8500000
868,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Jakarta Raya,31,10,Services,Bachelor's Degree,10000000
869,CEO  /  GM  /  Director  /  Senior Manager,Manager Operations,Sumatera Utara,31,12,Services,Bachelor's Degree,6000000
870,Manager  /  Assistant Manager,Manager Operations,Jawa Tengah,49,17,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,24999999
871,Manager  /  Assistant Manager,Manager Operations,Banten,49,23,Wholesale / Retail / Trading,Bachelor's Degree,5000000
872,Manager  /  Assistant Manager,Manager Operations,Jawa Barat,48,22,Automotive / Heavy Industry,Associate Degree,12000000
873,Manager  /  Assistant Manager,Manager Operations,Jakarta Raya,47,22,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,7500000
874,Manager  /  Assistant Manager,Manager Operations,Jakarta Raya,46,19,Finance / Securities / Insurance / Real Estate,Bachelor's Degree,19100000
875,Manager  /  Assistant Manager,Manager Operations,Sulawesi Selatan,45,19,Energy / Electricity / Water / Natural Resources,Bachelor's Degree,15000000
876,Supervisor  /  Coordinator,IT Support Staff,Jawa Barat,35,8,Manufacturing,Bachelor's Degree,4000000
877,Supervisor  /  Coordinator,IT Support Staff,Jakarta Raya,32,7,Construction,Bachelor's Degree,3000000
878,Supervisor  /  Coordinator,IT Support Staff,Jawa Barat,30,5,Manufacturing,Bachelor's Degree,3500000
